Date(UTC);Pair;Side;Price;Executed;Amount;Fee
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002510000BTC;10.07615404USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002760000BTC;11.07975504USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002540000BTC;10.19658616USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004630000BTC;18.58669052USDT;0.0000376800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003140000BTC;12.60522856USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002570000BTC;10.31701828USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0007790000BTC;31.27220716USDT;0.0000639000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0006460000BTC;25.93304984USDT;0.0000532500BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003040000BTC;12.20378816USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003010000BTC;12.08335604USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003180000BTC;12.76580472USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002920000BTC;11.72205968USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003790000BTC;15.21459116USDT;0.0000311300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002730000BTC;10.95932292USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002520000BTC;10.11629808USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0009170000BTC;36.81208468USDT;0.0000753700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002510000BTC;10.07615404USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0194550000BTC;781.00229820USDT;0.0015943800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003470000BTC;13.92998188USDT;0.0000286700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003140000BTC;12.60522856USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002910000BTC;11.68191564USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002650000BTC;10.63817060USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0010410000BTC;41.78994564USDT;0.0000852000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002550000BTC;10.23673020USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003800000BTC;15.25473520USDT;0.0000311300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0005170000BTC;20.75446868USDT;0.0000426000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0019920000BTC;79.96692768USDT;0.0001630400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002890000BTC;11.60162756USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003000000BTC;12.04321200USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002550000BTC;10.23673020USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004620000BTC;18.54654648USDT;0.0000376800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003020000BTC;12.12350008USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003130000BTC;12.56508452USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002830000BTC;11.36076332USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004880000BTC;19.59029152USDT;0.0000401400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002690000BTC;10.79874676USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004460000BTC;17.90424184USDT;0.0000368600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003000000BTC;12.04321200USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004450000BTC;17.86409780USDT;0.0000368600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0006860000BTC;27.53881144USDT;0.0000565200BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002820000BTC;11.32061928USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002570000BTC;10.31701828USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002840000BTC;11.40090736USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002510000BTC;10.07615404USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002700000BTC;10.83889080USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0005260000BTC;21.11576504USDT;0.0000434100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004300000BTC;17.26193720USDT;0.0000352200BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004440000BTC;17.82395376USDT;0.0000360400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002590000BTC;10.39730636USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003780000BTC;15.17444712USDT;0.0000311300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002600000BTC;10.43745040USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004690000BTC;18.82755476USDT;0.0000385000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004230000BTC;16.98092892USDT;0.0000344100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002670000BTC;10.71845868USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003050000BTC;12.24393220USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003790000BTC;15.21459116USDT;0.0000311300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003230000BTC;12.96652492USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002560000BTC;10.27687424USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002930000BTC;11.76220372USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003960000BTC;15.89703984USDT;0.0000327600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002800000BTC;11.24033120USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0015610000BTC;62.66484644USDT;0.0001278000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002940000BTC;11.80234776USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003300000BTC;13.24753320USDT;0.0000270300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002890000BTC;11.60162756USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002580000BTC;10.35716232USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003020000BTC;12.12350008USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002560000BTC;10.27687424USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003150000BTC;12.64537260USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0007550000BTC;30.30875020USDT;0.0000622600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003230000BTC;12.96652492USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0007420000BTC;29.78687768USDT;0.0000606200BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002510000BTC;10.07615404USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002600000BTC;10.43745040USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002720000BTC;10.91917888USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002640000BTC;10.59802656USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002560000BTC;10.27687424USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003130000BTC;12.56508452USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003050000BTC;12.24393220USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0006190000BTC;24.84916076USDT;0.0000507900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002990000BTC;12.00306796USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0005150000BTC;20.67418060USDT;0.0000426000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004630000BTC;18.58669052USDT;0.0000376800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002550000BTC;10.23673020USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002950000BTC;11.84249180USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003390000BTC;13.60882956USDT;0.0000278500BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003220000BTC;12.92638088USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003090000BTC;12.40450836USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003170000BTC;12.72566068USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002800000BTC;11.24033120USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002540000BTC;10.19658616USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.1041720000BTC;4,181.88493488USDT;0.0085347900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002570000BTC;10.31701828USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002610000BTC;10.47759444USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002720000BTC;10.91917888USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003100000BTC;12.44465240USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0000740000BTC;2.97065896USDT;0.0000057300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003020000BTC;12.12350008USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002760000BTC;11.07975504USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0005420000BTC;21.75806968USDT;0.0000442400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0012150000BTC;48.77500860USDT;0.0000999500BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0005220000BTC;20.95518888USDT;0.0000426000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002520000BTC;10.11629808USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0015060000BTC;60.45692424USDT;0.0001237100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003030000BTC;12.16364412USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002690000BTC;10.79874676USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002580000BTC;10.35716232USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002520000BTC;10.11629808USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003170000BTC;12.72566068USDT;0.0000262100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003850000BTC;15.45545540USDT;0.0000319500BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004600000BTC;18.46625840USDT;0.0000376800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003070000BTC;12.32422028USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003690000BTC;14.81315076USDT;0.0000303000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002710000BTC;10.87903484USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002650000BTC;10.63817060USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002560000BTC;10.27687424USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0074340000BTC;298.43079336USDT;0.0006087400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002500000BTC;10.03601000USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003080000BTC;12.36436432USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003120000BTC;12.52494048USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002650000BTC;10.63817060USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002850000BTC;11.44105140USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003290000BTC;13.20738916USDT;0.0000270300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002540000BTC;10.19658616USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003070000BTC;12.32422028USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002790000BTC;11.20018716USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002640000BTC;10.59802656USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002730000BTC;10.95932292USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003870000BTC;15.53574348USDT;0.0000319500BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002900000BTC;11.64177160USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002830000BTC;11.36076332USDT;0.0000229300BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004810000BTC;19.30928324USDT;0.0000393200BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002930000BTC;11.76220372USDT;0.0000237600BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002550000BTC;10.23673020USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0007910000BTC;31.75393564USDT;0.0000647200BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002600000BTC;10.43745040USDT;0.0000213000BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002540000BTC;10.19658616USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0023730000BTC;95.26180692USDT;0.0001941700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003030000BTC;12.16364412USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003140000BTC;12.60522856USDT;0.0000253900BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0019070000BTC;76.55468428USDT;0.0001564800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003000000BTC;12.04321200USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002970000BTC;11.92277988USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0007450000BTC;29.90730980USDT;0.0000614400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002540000BTC;10.19658616USDT;0.0000204800BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0015070000BTC;60.49706828USDT;0.0001237100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003040000BTC;12.20378816USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002710000BTC;10.87903484USDT;0.0000221100BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0004850000BTC;19.46985940USDT;0.0000401400BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0003010000BTC;12.08335604USDT;0.0000245700BNB
2021-06-14 22:27:11;BTCUSDT;BUY;40,144.0400000000;0.0002530000BTC;10.15644212USDT;0.0000204800BNB
2021-06-14 16:46:10;BTCUSDT;SELL;40,004.1100000000;0.0053230000BTC;212.94187753USDT;0.0004334100BNB
2021-06-14 16:46:10;BTCUSDT;SELL;40,006.1200000000;0.2064000000BTC;8,257.26316800USDT;0.0168069100BNB
2021-06-14 16:46:10;BTCUSDT;SELL;40,004.1100000000;0.0005970000BTC;23.88245367USDT;0.0000486000BNB
2021-06-14 16:46:10;BTCUSDT;SELL;40,003.7500000000;0.0011840000BTC;47.36444000USDT;0.0000964000BNB
2021-06-13 18:38:08;BTCUSDT;BUY;37,384.9100000000;0.0164340000BTC;614.38361094USDT;0.0013163600BNB
2021-06-13 11:30:11;BTCUSDT;BUY;35,911.8700000000;0.0540920000BTC;1,942.54487204USDT;0.0043115600BNB
2021-06-13 11:30:11;BTCUSDT;BUY;35,912.0700000000;0.1680670000BTC;6,035.63386869USDT;0.0133970100BNB
2021-06-10 17:47:10;BTCUSDT;SELL;36,510.6200000000;0.0210760000BTC;769.49782712USDT;0.0016426700BNB
2021-06-09 19:54:10;BTCUSDT;SELL;36,324.0100000000;0.2183730000BTC;7,932.18303573USDT;0.0162033600BNB
2021-06-09 16:36:10;BTCUSDT;BUY;36,270.9000000000;0.0116210000BTC;421.50412890USDT;0.0008654400BNB
2021-06-09 16:36:10;BTCUSDT;BUY;36,270.9000000000;0.0078470000BTC;284.61775230USDT;0.0005846500BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,121.7900000000;0.0200000000BTC;682.43580000USDT;0.0014326500BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,122.4400000000;0.0325000000BTC;1,108.97930000USDT;0.0023280700BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,120.0000000000;0.0009510000BTC;32.44812000USDT;0.0000680400BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,122.4400000000;0.0211330000BTC;721.10952452USDT;0.0015136000BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,121.7800000000;0.0581980000BTC;1,985.81935244USDT;0.0041690400BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,122.0000000000;0.0200000000BTC;682.44000000USDT;0.0014326500BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,121.0700000000;0.0075900000BTC;258.97892130USDT;0.0005436900BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,121.7800000000;0.0380630000BTC;1,298.77731214USDT;0.0027263500BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,119.4600000000;0.0185900000BTC;634.28076140USDT;0.0013316500BNB
2021-06-09 07:24:09;BTCUSDT;BUY;34,119.4600000000;0.0029560000BTC;100.85712376USDT;0.0002120300BNB
2021-06-07 20:54:09;BTCUSDT;SELL;34,367.0100000000;0.2441740000BTC;8,391.53029974USDT;0.0170763000BNB
2021-06-07 02:55:10;BTCUSDT;BUY;36,616.1900000000;0.0160010000BTC;585.89565619USDT;0.0010851800BNB
2021-06-07 02:34:09;BTCUSDT;BUY;36,584.6900000000;0.0137550000BTC;503.22241095USDT;0.0009329100BNB
2021-06-07 02:34:09;BTCUSDT;BUY;36,584.6800000000;0.0005460000BTC;19.97523528USDT;0.0000372800BNB
2021-06-07 01:14:08;BTCUSDT;BUY;36,200.0000000000;0.2138720000BTC;7,742.16640000USDT;0.0146205900BNB
2021-06-05 09:57:11;BTCUSDT;SELL;36,385.7500000000;0.0209640000BTC;762.79086300USDT;0.0014168300BNB
2021-06-05 09:54:09;BTCUSDT;SELL;36,427.7200000000;0.2042520000BTC;7,440.43466544USDT;0.0137947200BNB
2021-06-05 02:07:09;BTCUSDT;BUY;37,656.5600000000;0.0015910000BTC;59.91158696USDT;0.0001095800BNB
2021-06-05 02:07:09;BTCUSDT;BUY;37,657.2300000000;0.2108930000BTC;7,941.64620639USDT;0.0145347700BNB
2021-06-04 01:24:09;BTCUSDT;SELL;37,802.8200000000;0.0776260000BTC;2,934.48170532USDT;0.0054771600BNB
2021-06-04 01:24:09;BTCUSDT;SELL;37,804.6000000000;0.0012500000BTC;47.25575000USDT;0.0000882000BNB
2021-06-04 01:24:09;BTCUSDT;SELL;37,805.6400000000;0.1525100000BTC;5,765.73815640USDT;0.0107616700BNB
2021-06-03 06:33:10;BTCUSDT;BUY;38,708.4300000000;0.0138570000BTC;536.38271451USDT;0.0009671500BNB
2021-06-02 08:06:09;BTCUSDT;BUY;37,179.2100000000;0.0138770000BTC;515.93589717USDT;0.0010266200BNB
2021-06-02 08:05:08;BTCUSDT;BUY;37,260.1000000000;0.1969740000BTC;7,339.27093740USDT;0.0145961300BNB
2021-06-01 02:20:10;BTCUSDT;SELL;36,757.4700000000;0.2089380000BTC;7,680.03226686USDT;0.0166502100BNB
2021-06-01 02:20:10;BTCUSDT;SELL;36,757.4700000000;0.0044180000BTC;162.39450246USDT;0.0003520600BNB
2021-05-31 12:28:09;BTCUSDT;BUY;36,992.3300000000;0.0136200000BTC;503.83553460USDT;0.0010771800BNB
2021-05-31 08:08:10;BTCUSDT;BUY;35,645.3100000000;0.1981850000BTC;7,064.36576235USDT;0.0162557400BNB
2021-05-31 00:05:10;BTCUSDT;SELL;35,804.3900000000;0.2143420000BTC;7,674.38456138USDT;0.0177648900BNB
2021-05-30 19:17:10;BTCUSDT;BUY;36,141.6000000000;0.0170560000BTC;616.43112960USDT;0.0013910600BNB
2021-05-30 17:48:09;BTCUSDT;BUY;35,816.4300000000;0.2182470000BTC;7,816.82839821USDT;0.0178873800BNB
2021-05-28 05:49:10;BTCUSDT;SELL;36,845.0300000000;0.0139750000BTC;514.90929425USDT;0.0011170300BNB
2021-05-27 17:20:10;BTCUSDT;SELL;39,087.4500000000;0.1439520000BTC;5,626.71660240USDT;0.0113264900BNB
2021-05-27 17:20:10;BTCUSDT;SELL;39,087.4500000000;0.0444290000BTC;1,736.61631605USDT;0.0034957800BNB
2021-05-27 11:35:10;BTCUSDT;BUY;39,453.5200000000;0.1759370000BTC;6,941.33394824USDT;0.0139295800BNB
2021-05-27 11:35:10;BTCUSDT;BUY;39,455.8300000000;0.0198180000BTC;781.93563894USDT;0.0015691900BNB
2021-05-26 14:33:09;BTCUSDT;SELL;39,213.4500000000;0.0126220000BTC;494.95216590USDT;0.0010072800BNB
2021-05-26 10:16:10;BTCUSDT;SELL;39,761.4400000000;0.0596780000BTC;2,372.88321632USDT;0.0047825100BNB
2021-05-26 10:16:10;BTCUSDT;SELL;39,761.4400000000;0.1200000000BTC;4,771.37280000USDT;0.0096166500BNB
2021-05-25 23:09:09;BTCUSDT;BUY;38,238.5800000000;0.1499530000BTC;5,733.98978674USDT;0.0125670400BNB
2021-05-25 23:09:09;BTCUSDT;BUY;38,238.5800000000;0.0460470000BTC;1,760.77189326USDT;0.0038593600BNB
2021-05-16 16:15:09;BTCUSDT;SELL;47,994.6600000000;0.0159150000BTC;763.83501390USDT;0.0009921900BNB
2021-05-16 16:04:09;BTCUSDT;SELL;47,596.1900000000;0.0004200000BTC;19.99039980USDT;0.0000263100BNB
2021-05-16 16:04:09;BTCUSDT;SELL;47,596.1900000000;0.1520990000BTC;7,239.33290281USDT;0.0095293600BNB
2021-05-16 11:07:09;BTCUSDT;BUY;49,449.9300000000;0.0115030000BTC;568.82254479USDT;0.0007075400BNB
2021-05-16 07:23:09;BTCUSDT;BUY;49,000.0000000000;0.1548690000BTC;7,588.58100000USDT;0.0097476000BNB
2021-05-15 07:20:08;BTCUSDT;SELL;48,649.9400000000;0.0116980000BTC;569.10699812USDT;0.0007364400BNB
2021-05-14 20:56:08;BTCUSDT;SELL;49,157.7600000000;0.1563950000BTC;7,688.02787520USDT;0.0097983000BNB
2021-05-14 15:47:08;BTCUSDT;BUY;51,065.1900000000;0.0104450000BTC;533.37590955USDT;0.0006570600BNB
2021-05-14 15:46:08;BTCUSDT;BUY;51,125.9900000000;0.1626110000BTC;8,313.64835989USDT;0.0102244600BNB
2021-05-12 18:35:08;BTCUSDT;SELL;54,141.4300000000;0.0162890000BTC;881.90975327USDT;0.0010481800BNB
2021-05-12 15:36:10;BTCUSDT;SELL;55,448.8300000000;0.1456910000BTC;8,078.39549153USDT;0.0092946100BNB
